doc_id,source,published_at,title,url,candidate_label,label_evidence,cjk_chars,review_include,review_gold_label,reviewer,reviewed_at,review_notes
09c15d722428969f39d55a35,infoq,2023-10-09,腾讯云曹骏：选择适合自身战略的架构是应对核心系统挑战的关键,https://www.infoq.cn/article/TJg7MXJ5WM1ayMsW8xtc,original_pending_review,"[""original_candidate_signal"", ""local_interview_or_talk""]",5765,,,,,
38edb35e93d5075f63c4a6cc,infoq,2024-10-16,零一万物发布最新旗舰模型，百万 token 仅 0.99 元！李开复：定价没有亏本,https://www.infoq.cn/article/NJHwIZmKPC2mXewiQKdN,original_pending_review,"[""original_candidate_signal""]",2345,,,,,
5fcec0451f82441b3ee2b459,infoq,2025-06-25,微软Azure通过OpenTelemetry对逻辑应用程序和函数的支持增强了可观测性,https://www.infoq.cn/article/fWMAUohjNxLecGN27FSq,translation,"[""explicit_translator_field"", ""刘雅梦""]",897,,,,,
3885a2679c3c2853fa75cd3d,infoq,2023-02-03,空降CTO接手“烂摊子”：技术连续踩坑，创业公司没几个月就倒闭了,https://www.infoq.cn/article/UiSw83Z2FESVJwdY54v3,translation,"[""explicit_translator_field"", ""核子可乐""]",4145,,,,,
acb8060469fc5f7ee7197d06,infoq,2025-03-23,如何用AI实现基础编码能力平权，与优秀工程师共生 | QCon北京,https://www.infoq.cn/article/jkHiRQXX95Y9tyVsj9dR,original_pending_review,"[""original_candidate_signal"", ""chinese_first_party_org_byline""]",858,,,,,
fbc6e8025cca7397610f12dc,infoq,2025-02-12,Cloudflare 开源文档并采用 Astro 提高其可扩展性,https://www.infoq.cn/article/xqzPRqbWKPeXDrze7U7P,translation,"[""explicit_translator_field"", ""平川""]",813,,,,,
9486d9512261aa67235da0f7,infoq,2024-10-10,AI革新软件：从底层到应用的全面升级！字节、阿里、腾讯齐聚QCon上海，60+分享不容错过,https://www.infoq.cn/article/jKGFRSDFJGC7R4g4dfdi,original_pending_review,"[""original_candidate_signal""]",2098,,,,,
90a47cb7ae454b08a0d984cc,infoq,2025-03-03,DeepSeek公开成本利润率引两公司创始人公开互怼；Kimi 最新模型曝光，k1.6登顶？494人年入过百万、奖金分红8亿元，出海大公司“壕”无人性 | AI周报,https://www.infoq.cn/article/PGEF8j6a0wSLQMPBEIs7,original_pending_review,"[""original_candidate_signal""]",9006,,,,,
cda74795ca5dd8c147e278f4,infoq,2023-12-14,Anthropic 发布 Claude 2.1 大模型，提供更宽的上下文窗口并支持 AI 工具,https://www.infoq.cn/article/t9Olysl803omSfN5JfVe,translation,"[""explicit_translator_field"", ""王强""]",843,,,,,
efe81f9f6cfd9467fd76d549,infoq,2023-09-25,中国银联技术开发中心安全攻防团队总监蔡水捷确认出席 FCon ，分享从安全左移到安全内生——中国银联安全研发体系建设实践,https://www.infoq.cn/article/XTVfdNbKaRD2L7Oj7czg,original_pending_review,"[""original_candidate_signal""]",897,,,,,
f8eaf8c775faf92b7cbd825f,infoq,2023-12-04,阿里巴巴爱橙科技 / 智能引擎事业部 /OpenSearch 研发负责人邢少敏确认出席 QCon 上海，分享阿里云搜索 Serverless 产品架构设计和应用实践,https://www.infoq.cn/article/AUKUr4sPOwBOi2IiFk0w,original_pending_review,"[""original_candidate_signal""]",508,,,,,
4d9d4058b4aa448d724adceb,infoq,2025-02-10,欧版AI“星际之门”官宣：马可龙狂投 1090 亿欧元，Mistral也是要好起来了！,https://www.infoq.cn/article/dqNJ8wEP5DlGbdxK3KQK,original_pending_review,"[""original_candidate_signal""]",929,,,,,
27317c5d050adc8e86d511b1,infoq,2023-01-05,Grafana Labs发布跟踪查询语言TraceQL,https://www.infoq.cn/article/4rQRdft9ps5mfbXu2gRs,translation,"[""explicit_translator_field"", ""明知山""]",553,,,,,
69a72ba58cc95a7d25e148a1,infoq,2023-11-21,AI技术2023第三季度速览：开源大模型发展迅猛，应⽤场景得到进一步探索,https://www.infoq.cn/article/zT7BgPgJaJU2jGdZpQ2Q,original_pending_review,"[""original_candidate_signal""]",1211,,,,,
